name,code,phase,section,subsection,unit,price
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 глухие)",3–365,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,393.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 глухие). В том числе: Обшивка каркаса",3–366,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,266.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 глухие). В том числе: Устройство металлического каркаса",3–367,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,80.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 глухие). В том числе: Устройство теплозвукоизоляции",3–368,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,46.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с дверным проемом)",3–369,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,463.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с дверным проемом). В том числе: Обшивка каркаса",3–370,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,315.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с дверным проемом). В том числе: Устройство металлического каркаса",3–371,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,101.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с дверным проемом). В том числе: Устройство теплозвукоизоляции",3–372,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,46.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с оконным проемом). В том числе: Устройство металлического каркаса",3–373,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,116.00
"Однослойная облицовка стен по металлическому каркасу, отнесенному от базовой стены, цементно-минеральными плитами АКВАПАНЕЛЬ® Внутренняя (С 685 с оконным проемом). В том числе: Устройство теплозвукоизоляции",3–374,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м2,46.00
"Установка уголков под отделку на внешние углы откосов из гипсокартонных и гипсоволокнистых листов ГКЛ, ГВЛ с нанесением гипсового раствора вручную",3–375,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м,139.00
"Установка уголков под отделку на внешние углы стен и перегородок из гипсокартонных и гипсоволокнистых листов ГКЛ, ГВЛ с нанесением гипсового раствора вручную",3–376,Этап №3,Стены: ГКЛ,"Устройство перегородок, отделка стен и потолков",м,116.00
Монтаж утеплителя из пенополистерола (утепление с 2-х торцов и отсечка от грунта),3–377,Этап №3,Монтаж,Утепление,м2,125.00
Теплоизоляция Технониколь Carbon100 под фундамент,3–378,Этап №3,Монтаж,Утепление,м2,270.00
Укладка пенопласта,3–379,Этап №3,Монтаж,Утепление,м2,280.00
Укладка пеноплекс 100 мм,3–380,Этап №3,Монтаж,Утепление,м2,245.00
Укладка пеноплекса,3–381,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя,3–382,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя (1 слой) горизонтальная,3–383,Этап №3,Монтаж,Утепление,м2,150.00
"Укладка утеплителя (2 слоя, 200 мм) горизонтальная",3–384,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя 100мм,3–385,Этап №3,Монтаж,Утепление,м2,245.00
Укладка утеплителя 150 мм,3–386,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя 200 мм,3–387,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя 200 мм Carbon,3–388,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя 50 мм,3–389,Этап №3,Монтаж,Утепление,м2,150.00
Укладка утеплителя с креплением анкерами в 1 слой,3–390,Этап №3,Монтаж,Утепление,м2,280.00
Укладка утеплителя с креплением анкерами в 2 слоя,3–391,Этап №3,Монтаж,Утепление,м2,415.00
Укладка утеплителя с креплением анкерами в 3 слоя,3–392,Этап №3,Монтаж,Утепление,м2,535.00
Укладка утеплителя толшиной 150мм,3–393,Этап №3,Монтаж,Утепление,м2,280.00
Укладка экструдированого пенополистирола 20-100мм в 2 слоя (вертикальная часть),3–394,Этап №3,Монтаж,Утепление,м2,385.00
Укладка экструдированого пенополистирола 20-100мм в 2 слоя (горизонтальная часть),3–395,Этап №3,Монтаж,Утепление,м2,245.00
Укладка экструдированого пенополистирола 20-100мм в 2 слоя с креплением анкерами (горизонтальная часть),3–396,Этап №3,Монтаж,Утепление,м2,460.00
Укладка экструдированого пенополистирола 20-100мм с креплением анкерами в 2 слоя (вертикальная часть),3–397,Этап №3,Монтаж,Утепление,м2,705.00
Установка плит теплоизоляционного слоя,3–398,Этап №3,Монтаж,Утепление,10 м2 конструкций стен (без вычета проемов),4600.00
Устройство изоляции цоколя/крепление ЭППС,3–399,Этап №3,Монтаж,Утепление,м2,385.00
"Устройство утепления 200мм точечная проклейка (пенополистирол Г-1, плотность 35 )",3–400,Этап №3,Монтаж,Утепление,м2,365.00
Монтаж вентилятора канального малошумного,4–01,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Монтаж вентилятора на вытяжку,4–02,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вентилятора с установочным диаметром патрубков 100 - 200 мм,4–03,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вентилятора с установочным диаметром патрубков 250 - 350 мм,4–04,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,2480.00
Монтаж вентилятора с установочными размерами 1000 х 500 мм,4–05,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4960.00
Монтаж вентилятора с установочными размерами 400 х 200 мм,4–06,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вентилятора с установочными размерами 500 х 250 мм,4–07,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вентилятора с установочными размерами 500 х 300 мм,4–08,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вентилятора с установочными размерами 600 х 300 мм,4–09,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,2235.00
Монтаж вентилятора с установочными размерами 600 х 350 мм,4–10,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,2235.00
Монтаж вентилятора с установочными размерами 700 х 500 мм,4–11,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,2855.00
Монтаж вентилятора с установочными размерами 800 х 500 мм,4–12,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3720.00
Монтаж вентилятора типа ВКОп,4–13,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,10790.00
Монтаж вентилятора типа ВКР,4–14,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,10790.00
Монтаж вентилятора типа ВКРВ,4–15,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,10790.00
Монтаж вентилятора типа ВО,4–16,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,6080.00
Монтаж вентилятора типа ВРПН,4–17,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4095.00
Монтаж вентилятора типа ДУ,4–18,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,11040.00
Монтаж вентилятора Ducto 100,4–19,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,585.00
Монтаж вентилятора Ducto 150,4–20,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,930.00
Монтаж вентиляторов,4–21,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1575.00
Монтаж воздуховода гибкого,4–22,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,125.00
Монтаж воздуховода стального оцинкованного,4–23,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,435.00
Монтаж воздуховода d100 мм,4–24,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,310.00
Монтаж воздуховода d150 мм,4–25,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,310.00
Монтаж воздуховодов и фасонных изделий,4–26,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,435.00
Монтаж воздуховодов из оцинкованной стали толщигной 1 мм,4–27,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,685.00
"Монтаж воздуховодов из оцинкованной стали толщиной 0,5 мм",4–28,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,435.00
"Монтаж воздуховодов из оцинкованной стали толщиной 0,7 мм",4–29,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,560.00
Монтаж воздушного клапана с площадкой под привод 1000x500 мм,4–30,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1740.00
Монтаж воздушного клапана с площадкой под привод 125 мм,4–31,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,500.00
Монтаж воздушного клапана с площадкой под привод 160 мм,4–32,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,500.00
Монтаж воздушного клапана с площадкой под привод 200 мм,4–33,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,500.00
Монтаж воздушного клапана с площадкой под привод 250 мм,4–34,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,745.00
Монтаж воздушного клапана с площадкой под привод 315 мм,4–35,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,745.00
Монтаж воздушного клапана с площадкой под привод 400x200 мм,4–36,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Монтаж воздушного клапана с площадкой под привод 500x250 мм,4–37,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Монтаж воздушного клапана с площадкой под привод 500x300 мм,4–38,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Монтаж воздушного клапана с площадкой под привод 600x300 мм,4–39,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Монтаж воздушного клапана с площадкой под привод 600x350 мм,4–40,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Монтаж воздушного клапана с площадкой под привод 700x400 мм,4–41,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1120.00
Монтаж воздушного клапана с площадкой под привод 800x500 мм,4–42,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1490.00
Монтаж вытяжного вентилятора канального d100-125 мм,4–43,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Монтаж вытяжного вентилятора канального d160-200 мм,4–44,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,995.00
Монтаж вытяжного вентилятора канального d250 мм,4–45,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж вытяжного вентилятора канального d315 мм,4–46,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Монтаж гибкого воздуховода,4–47,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,250.00
Монтаж гибкой виброгасящей вставки 100 мм,4–48,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,225.00
Монтаж гибкой виброгасящей вставки 1000х500 мм,4–49,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,685.00
Монтаж гибкой виброгасящей вставки 125 мм,4–50,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,225.00
Монтаж гибкой виброгасящей вставки 160 мм,4–51,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,225.00
Монтаж гибкой виброгасящей вставки 200 мм,4–52,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,225.00
Монтаж гибкой виброгасящей вставки 250 мм,4–53,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,450.00
Монтаж гибкой виброгасящей вставки 315 мм,4–54,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,450.00
Монтаж гибкой виброгасящей вставки 400х200 мм,4–55,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,335.00
Монтаж гибкой виброгасящей вставки 500х250 мм,4–56,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,335.00
Монтаж гибкой виброгасящей вставки 500х300 мм,4–57,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,335.00
Монтаж гибкой виброгасящей вставки 600х300 мм,4–58,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,335.00
Монтаж гибкой виброгасящей вставки 600х350 мм,4–59,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,335.00
Монтаж гибкой виброгасящей вставки 700х400 мм,4–60,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,450.00
Монтаж гибкой виброгасящей вставки 800х500 мм,4–61,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,685.00
Монтаж диффузора,4–62,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,190.00
Монтаж диффузора 450х450 мм,4–63,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1615.00
Монтаж диффузора d100 мм,4–64,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,190.00
Монтаж диффузора d125 мм,4–65,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж диффузора d160 мм,4–66,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж диффузора d200 мм,4–67,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж диффузора d250 мм,4–68,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж и обвязка осушителя,4–69,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,9920.00
Монтаж канального вентилятора,4–70,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Монтаж круглой наружной решетки,4–71,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Монтаж крышного вентилятора подпора,4–72,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,12400.00
Монтаж кухонного вентилятора,4–73,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4340.00
Монтаж модуля управления калорифером,4–74,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,16530.00
Монтаж моноблочной приточной установки,4–75,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,995.00
Монтаж наборной приточной установки прямоугольной от 700 до 1000 м3/ч,4–76,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,9300.00
Монтаж наборной приточной установки с установочным диаметром 160-200 мм,4–77,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4840.00
Монтаж наборной приточной установки с установочным диаметром 250 мм,4–78,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,6820.00
Монтаж наружной решетки,4–79,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Монтаж обвязки увлажнителя,4–80,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",компл,3720.00
Монтаж решетки декоративной,4–81,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,995.00
Монтаж решетки наружной,4–82,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
"Монтаж решетки площадью более 0,4 м2",4–83,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,930.00
Монтаж решетки площадью более1 м2,4–84,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м2,1120.00
Монтаж решетки d100 мм,4–85,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж решетки d125 мм,4–86,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,250.00
Монтаж центробежного вентилятора,4–87,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4145.00
Монтаж шумоглушителя 600*350,4–88,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,870.00
Подключение канальных вентиляторов,4–89,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,620.00
Прокладка воздуховодов d100 мм к конвекторам,4–90,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,150.00
Прокладка воздуховодов d150 мм к конвекторам,4–91,Этап №4,Вентиляция: Воздуховоды,"Монтаж сетей отопления, кондиционирования и вентиляции",м.п.,190.00
"Установка вентиляторов осевых массой: до 0,025 т",4–92,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",1 вентилятор,2470.00
Установка коллектора для радиаторов,4–93,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,1860.00
Установка коллекторной пары на 4 контура с подключением контуров,4–94,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3100.00
Установка коллекторной пары на 5 контуров с подключением контуров,4–95,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3350.00
Установка коллекторной пары на 6 контуров с подключением,4–96,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,3720.00
Установка коллекторной пары на 9 контуров с подключением контуров,4–97,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",шт,4465.00
Установка кронштейнов под вентиляционное оборудование,4–98,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",100 кг изделия,3735.00
Установка люков герметических,4–99,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",1 шт.,785.00
"Установка решеток жалюзийных площадью в свету: до 0,5 м2",4–100,Этап №4,Вентиляция: Оборудование,"Монтаж сетей отопления, кондиционирования и вентиляции",1 решетка,910.00
Бандажирование швов с проклеиванием серпянки на потолок ГКЛ,4–101,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтование потолка,4–102,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка Железобетонного потолка бетоноконтактом,4–103,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка потолка (1 слой),4–104,Этап №4,Потолок: Штукатурка,Потолки,м2,65.00
Грунтовка потолка (второй слой и все последующие),4–105,Этап №4,Потолок: Шпаклевка,Потолки,м2,40.00
Грунтовка потолка в 2 слоя,4–106,Этап №4,Потолок: Шпаклевка,Потолки,м2,125.00
Грунтовка потолка за 2 раза,4–107,Этап №4,Потолок: Шпаклевка,Потолки,м2,125.00
Грунтовка потолка на 1 раз,4–108,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка потолка перед шпатлевкой (1 слой),4–109,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка потолка после каждого слоя шпатлевки,4–110,Этап №4,Потолок: Шпаклевка,Потолки,м2,75.00
Грунтовка потолка после каждого цикла работ,4–111,Этап №4,Потолок: Шпаклевка,Потолки,м2,75.00
Грунтовка потолка спецсоставом,4–112,Этап №4,Потолок: Шпаклевка,Потолки,м2,190.00
Грунтовка потолков,4–113,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка потолков бетоноконтактом,4–114,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Грунтовка потолков(бетоноконтакт),4–115,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Механизированная шлифовка поверхности потолков с пылеотведением,4–116,Этап №4,Потолок: Шпаклевка,Потолки,м2,120.00
Монтаж армировочной сетки 2х2 на потолок,4–117,Этап №4,Потолок: Шпаклевка,Потолки,м2,200.00
Монтаж армировочной сетки 5х5 на потолок,4–118,Этап №4,Потолок: Шпаклевка,Потолки,м2,200.00
Нанесение бетоноконтакта на потолок,4–119,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Нанесение слоя шпаклевки на поверхность потолков,4–120,Этап №4,Потолок: Шпатлевка,Потолки,м2,265.00
Нанесение финишного слоя шпаклевки на поверхность потолков,4–121,Этап №4,Потолок: Шпатлевка,Потолки,м2,195.00
Обеспыливание и грунтование потолка,4–122,Этап №4,Потолок: Шпаклевка,Потолки,м2,105.00
Обеспыливание и покрытие поверхности потолков грунтовкой глубокого проникновения,4–123,Этап №4,Потолок: Шпаклевка,Потолки,м2,105.00
Обеспыливание поверхности потолков,4–124,Этап №4,Потолок: Шпаклевка,Потолки,м2,40.00
Обработка поверхностей потолков грунтовкой глубокого проникновения внутри помещения,4–125,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Обработка потолка бетоноконтактом,4–126,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Огрунтовка поверхности потолка,4–127,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Огрунтовка поверхности потолков,4–128,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Оклеивание потолка стеклохолстом,4–129,Этап №4,Потолок: Шпаклевка,Потолки,м2,170.00
Оклеивание потолка стеклохолстом (паутинка),4–130,Этап №4,Потолок: Шпаклевка,Потолки,м2,170.00
"Оклейка потолка сеткой «строби», «паутинка»",4–131,Этап №4,Потолок: Шпаклевка,Потолки,м2,170.00
Оклейка потолка сеткой малярной,4–132,Этап №4,Потолок: Шпаклевка,Потолки,м2,80.00
Отделка ниш под подсветку,4–133,Этап №4,Потолок: Шпатлевка,Потолки,м.п.,1025.00
"Подготовка потолка: шпаклевка, грунтовка, шлифовка, покраска",4–134,Этап №4,Потолок: Шпаклевка,Потолки,м2,705.00
Покрытие поверхностей грунтовкой глубокого проникновения: за 2 раза потолков,4–135,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Покрытие поверхности потолков грунтовкой глубокого проникновения,4–136,Этап №4,Потолок: Шпаклевка,Потолки,м2,65.00
Покрытие поверхности потолков укрывным грунтом с обратной прокаткой валиком,4–137,Этап №4,Потолок: Шпаклевка,Потолки,м2,200.00
Проклейка и замазка потолочного руста,4–138,Этап №4,Потолок: Шпаклевка,Потолки,м.п.,135.00
Проклейка потолка армировочной сеткой,4–139,Этап №4,Потолок: Шпаклевка,Потолки,м2,170.00
Проклейка потолков малярной сеткой,4–140,Этап №4,Потолок: Шпаклевка,Потолки,м2,80.00
Проклейка потолков стеклохолстом,4–141,Этап №4,Потолок: Шпаклевка,Потолки,м2,170.00
Сплошная шпаклевка потолка в один слой,4–142,Этап №4,Потолок: Шпатлевка,Потолки,м2,265.00
Сплошная шпатлевка потолка в 1 слой,4–143,Этап №4,Потолок: Шпатлевка,Потолки,м2,265.00
Сплошная шпатлевка потолка в 1 слой (ротбандом),4–144,Этап №4,Потолок: Шпатлевка,Потолки,м2,265.00
Сплошная шпатлевка потолка в 2 слоя,4–145,Этап №4,Потолок: Шпатлевка,Потолки,м2,350.00
Сплошное выравнивание поверхностей потолков гипсополимерным составом,4–146,Этап №4,Потолок: Шпатлевка,Потолки,м2,515.00
Сплошное выравнивание поверхностей потолков полимерным составом,4–147,Этап №4,Потолок: Шпатлевка,Потолки,м2,375.00
"Сплошное выравнивание штукатурки потолков, внутри здания полимерцементным раствором при толщине намета до 10 мм",4–148,Этап №4,Потолок: Шпатлевка,Потолки,м2,365.00
"Сплошное выравнивание штукатурки потолков, внутри здания цементно-известковым раствором при толщине намета до 10 мм",4–149,Этап №4,Потолок: Шпатлевка,Потолки,м2,125.00
"Сплошное выравнивание штукатурки потолков, внутри здания цементно-известковым раствором при толщине намета до 5 мм",4–150,Этап №4,Потолок: Шпатлевка,Потолки,м2,190.00
Установка малярного уголка на торцевые элементы потолка,4–151,Этап №4,Потолок: Шпатлевка,Потолки,м.п.,165.00
Устройство армировочной сетки 2х2 в тело шпатлевки на торцевые элементы потолка по периметру изгиба,4–152,Этап №4,Потолок: Шпатлевка,Потолки,м.п.,120.00
Устройство защитной металлизированной ленты на торцевой элемент потолка,4–153,Этап №4,Потолок: Прочее,Потолки,м.п.,110.00
